Driver,LapNumber,LapTime,Compound,TyreLife,Stint,PitInTime,PitOutTime,LapTimeSeconds
LEC,1.0,0 days 00:01:28.179000,MEDIUM,1.0,1.0,,,88.179
LEC,2.0,0 days 00:01:25.396000,MEDIUM,2.0,1.0,,,85.396
LEC,3.0,0 days 00:01:25.179000,MEDIUM,3.0,1.0,,,85.179
LEC,4.0,0 days 00:01:24.810000,MEDIUM,4.0,1.0,,,84.81
LEC,5.0,0 days 00:01:24.603000,MEDIUM,5.0,1.0,,,84.603
LEC,6.0,0 days 00:01:24.663000,MEDIUM,6.0,1.0,,,84.663
LEC,7.0,0 days 00:01:24.434000,MEDIUM,7.0,1.0,,,84.434
LEC,8.0,0 days 00:01:24.569000,MEDIUM,8.0,1.0,,,84.569
LEC,9.0,0 days 00:01:24.362000,MEDIUM,9.0,1.0,,,84.362
LEC,10.0,0 days 00:01:24.432000,MEDIUM,10.0,1.0,,,84.432
LEC,11.0,0 days 00:01:24.846000,MEDIUM,11.0,1.0,,,84.846
LEC,12.0,0 days 00:01:24.916000,MEDIUM,12.0,1.0,,,84.916
LEC,13.0,0 days 00:01:25.529000,MEDIUM,13.0,1.0,,,85.529
LEC,14.0,0 days 00:01:25.606000,MEDIUM,14.0,1.0,,,85.606
LEC,17.0,0 days 00:01:24.270000,HARD,2.0,2.0,,,84.27
LEC,18.0,0 days 00:01:23.875000,HARD,3.0,2.0,,,83.875
LEC,19.0,0 days 00:01:24.203000,HARD,4.0,2.0,,,84.203
LEC,20.0,0 days 00:01:23.826000,HARD,5.0,2.0,,,83.826
LEC,21.0,0 days 00:01:23.880000,HARD,6.0,2.0,,,83.88
LEC,22.0,0 days 00:01:23.768000,HARD,7.0,2.0,,,83.768
LEC,23.0,0 days 00:01:23.864000,HARD,8.0,2.0,,,83.864
LEC,24.0,0 days 00:01:23.640000,HARD,9.0,2.0,,,83.64
LEC,25.0,0 days 00:01:23.590000,HARD,10.0,2.0,,,83.59
LEC,26.0,0 days 00:01:23.321000,HARD,11.0,2.0,,,83.321
LEC,27.0,0 days 00:01:23.534000,HARD,12.0,2.0,,,83.534
LEC,28.0,0 days 00:01:23.284000,HARD,13.0,2.0,,,83.284
LEC,29.0,0 days 00:01:23.229000,HARD,14.0,2.0,,,83.229
LEC,30.0,0 days 00:01:23.359000,HARD,15.0,2.0,,,83.359
LEC,31.0,0 days 00:01:23.972000,HARD,16.0,2.0,,,83.972
LEC,32.0,0 days 00:01:23.274000,HARD,17.0,2.0,,,83.274
LEC,33.0,0 days 00:01:23.226000,HARD,18.0,2.0,,,83.226
LEC,34.0,0 days 00:01:23.430000,HARD,19.0,2.0,,,83.43
LEC,35.0,0 days 00:01:23.681000,HARD,20.0,2.0,,,83.681
LEC,36.0,0 days 00:01:23.714000,HARD,21.0,2.0,,,83.714
LEC,37.0,0 days 00:01:23.550000,HARD,22.0,2.0,,,83.55
LEC,38.0,0 days 00:01:23.624000,HARD,23.0,2.0,,,83.624
LEC,39.0,0 days 00:01:23.718000,HARD,24.0,2.0,,,83.718
LEC,40.0,0 days 00:01:23.690000,HARD,25.0,2.0,,,83.69
LEC,41.0,0 days 00:01:23.611000,HARD,26.0,2.0,,,83.611
LEC,42.0,0 days 00:01:23.670000,HARD,27.0,2.0,,,83.67
LEC,43.0,0 days 00:01:23.867000,HARD,28.0,2.0,,,83.867
LEC,44.0,0 days 00:01:23.430000,HARD,29.0,2.0,,,83.43
LEC,45.0,0 days 00:01:23.731000,HARD,30.0,2.0,,,83.731
LEC,46.0,0 days 00:01:23.597000,HARD,31.0,2.0,,,83.597
LEC,47.0,0 days 00:01:23.676000,HARD,32.0,2.0,,,83.676
LEC,48.0,0 days 00:01:23.518000,HARD,33.0,2.0,,,83.518
LEC,49.0,0 days 00:01:23.467000,HARD,34.0,2.0,,,83.467
LEC,50.0,0 days 00:01:23.461000,HARD,35.0,2.0,,,83.461
LEC,51.0,0 days 00:01:23.555000,HARD,36.0,2.0,,,83.555
LEC,52.0,0 days 00:01:23.750000,HARD,37.0,2.0,,,83.75
LEC,53.0,0 days 00:01:23.268000,HARD,38.0,2.0,,,83.268
PIA,1.0,0 days 00:01:27.623000,MEDIUM,1.0,1.0,,,87.623
PIA,2.0,0 days 00:01:25.116000,MEDIUM,2.0,1.0,,,85.116
PIA,3.0,0 days 00:01:25.261000,MEDIUM,3.0,1.0,,,85.261
PIA,4.0,0 days 00:01:24.695000,MEDIUM,4.0,1.0,,,84.695
PIA,5.0,0 days 00:01:24.660000,MEDIUM,5.0,1.0,,,84.66
PIA,6.0,0 days 00:01:24.603000,MEDIUM,6.0,1.0,,,84.603
PIA,7.0,0 days 00:01:24.418000,MEDIUM,7.0,1.0,,,84.418
PIA,8.0,0 days 00:01:24.570000,MEDIUM,8.0,1.0,,,84.57
PIA,9.0,0 days 00:01:24.375000,MEDIUM,9.0,1.0,,,84.375
PIA,10.0,0 days 00:01:24.077000,MEDIUM,10.0,1.0,,,84.077
PIA,11.0,0 days 00:01:24.247000,MEDIUM,11.0,1.0,,,84.247
PIA,12.0,0 days 00:01:24.748000,MEDIUM,12.0,1.0,,,84.748
PIA,13.0,0 days 00:01:24.670000,MEDIUM,13.0,1.0,,,84.67
PIA,14.0,0 days 00:01:25.048000,MEDIUM,14.0,1.0,,,85.048
PIA,15.0,0 days 00:01:25.166000,MEDIUM,15.0,1.0,,,85.166
PIA,18.0,0 days 00:01:24.028000,HARD,2.0,2.0,,,84.028
PIA,19.0,0 days 00:01:24.602000,HARD,3.0,2.0,,,84.602
PIA,20.0,0 days 00:01:23.986000,HARD,4.0,2.0,,,83.986
PIA,21.0,0 days 00:01:23.903000,HARD,5.0,2.0,,,83.903
PIA,22.0,0 days 00:01:23.647000,HARD,6.0,2.0,,,83.647
PIA,23.0,0 days 00:01:23.660000,HARD,7.0,2.0,,,83.66
PIA,24.0,0 days 00:01:23.315000,HARD,8.0,2.0,,,83.315
PIA,25.0,0 days 00:01:23.230000,HARD,9.0,2.0,,,83.23
PIA,26.0,0 days 00:01:23.133000,HARD,10.0,2.0,,,83.133
PIA,27.0,0 days 00:01:23.088000,HARD,11.0,2.0,,,83.088
PIA,28.0,0 days 00:01:23.168000,HARD,12.0,2.0,,,83.168
PIA,29.0,0 days 00:01:23.066000,HARD,13.0,2.0,,,83.066
PIA,30.0,0 days 00:01:22.968000,HARD,14.0,2.0,,,82.968
PIA,31.0,0 days 00:01:23.221000,HARD,15.0,2.0,,,83.221
PIA,32.0,0 days 00:01:23.480000,HARD,16.0,2.0,,,83.48
PIA,33.0,0 days 00:01:23.148000,HARD,17.0,2.0,,,83.148
PIA,34.0,0 days 00:01:23.456000,HARD,18.0,2.0,,,83.456
PIA,35.0,0 days 00:01:23.409000,HARD,19.0,2.0,,,83.409
PIA,36.0,0 days 00:01:23.746000,HARD,20.0,2.0,,,83.746
PIA,37.0,0 days 00:01:23.691000,HARD,21.0,2.0,,,83.691
PIA,40.0,0 days 00:01:22.264000,HARD,2.0,3.0,,,82.264
PIA,41.0,0 days 00:01:22.066000,HARD,3.0,3.0,,,82.066
PIA,42.0,0 days 00:01:22.331000,HARD,4.0,3.0,,,82.331
PIA,43.0,0 days 00:01:22.092000,HARD,5.0,3.0,,,82.092
PIA,44.0,0 days 00:01:22.628000,HARD,6.0,3.0,,,82.628
PIA,45.0,0 days 00:01:23.675000,HARD,7.0,3.0,,,83.675
PIA,46.0,0 days 00:01:22.537000,HARD,8.0,3.0,,,82.537
PIA,47.0,0 days 00:01:22.253000,HARD,9.0,3.0,,,82.253
PIA,48.0,0 days 00:01:22.725000,HARD,10.0,3.0,,,82.725
PIA,49.0,0 days 00:01:22.945000,HARD,11.0,3.0,,,82.945
PIA,50.0,0 days 00:01:22.586000,HARD,12.0,3.0,,,82.586
PIA,51.0,0 days 00:01:22.424000,HARD,13.0,3.0,,,82.424
PIA,52.0,0 days 00:01:21.948000,HARD,14.0,3.0,,,81.948
PIA,53.0,0 days 00:01:21.943000,HARD,15.0,3.0,,,81.943
NOR,1.0,0 days 00:01:28.971000,MEDIUM,1.0,1.0,,,88.971
NOR,2.0,0 days 00:01:25.458000,MEDIUM,2.0,1.0,,,85.458
NOR,3.0,0 days 00:01:25.110000,MEDIUM,3.0,1.0,,,85.11
NOR,4.0,0 days 00:01:25.168000,MEDIUM,4.0,1.0,,,85.168
NOR,5.0,0 days 00:01:24.674000,MEDIUM,5.0,1.0,,,84.674
NOR,6.0,0 days 00:01:24.768000,MEDIUM,6.0,1.0,,,84.768
